Symbol;BaseCurrency;QuoteCurrency;Description;Digits;Point;Spread;TickSize;TickValue;TradeContractSize;TradeMode;TradeExecutionMode;VolumeMin;VolumeMax;VolumeStep;MarginInitial;MarginMaintenance;MarginHedged;MarginCurrency;StartDate;ExpirationDate;SwapLong;SwapShort;SwapType;Swap3Days;TradeSessions;VaR_1_Lot;BidPrice;AskPrice;SectorName;IndustryName;ATR_D1;ATR_W1;ATR_MN1;VaR_to_Ask_Ratio
AUDCAD;AUD;CAD;Australian Dollar vs Canadian Dollar;5;1e-05;9;1e-05;0.717628;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;AUD;1970.01.01 00:00;1970.01.01 00:00;1.1;-5.6;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;371.156949;0.91494;0.91503;Currency;Undefined;0.005244;0.011995;0.025819;405.6227107307957
AUDCHF;AUD;CHF;Australian Dollar vs Swiss Franc;5;1e-05;8;1e-05;1.253981;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;AUD;1970.01.01 00:00;1970.01.01 00:00;5.2;-8.3;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;354.496091;0.52359;0.52367;Currency;Undefined;0.003719;0.007901;0.023921;676.9455783222259
AUDJPY;AUD;JPY;Australian Dollar vs Japanese Yen;3;0.001;9;0.001;0.673079;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;AUD;1970.01.01 00:00;1970.01.01 00:00;8.3;-15.8;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;337.946739;97.55;97.559;Currency;Undefined;0.587;1.524643;5.2885;3.46402422124048
AUDNZD;AUD;NZD;Australian Dollar vs New Zealand Dollar;5;1e-05;12;1e-05;0.57828;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;AUD;1970.01.01 00:00;1970.01.01 00:00;0.6;-7.0;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;245.235709;1.13539;1.13551;Currency;Undefined;0.005144;0.009211;0.02006;215.96966032883904
AUDUSD;AUD;USD;Australian Dollar vs US Dollar;5;1e-05;4;1e-05;1.0;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;AUD;1970.01.01 00:00;1970.01.01 00:00;-2.6;-0.6;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;457.144504;0.65661;0.65666;Currency;Undefined;0.004698;0.011626;0.029379;696.1662108244753
CADCHF;CAD;CHF;Canadian Dollar vs Swiss Franc;5;1e-05;10;1e-05;1.254029;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;CAD;1970.01.01 00:00;1970.01.01 00:00;3.2;-7.2;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;464.312063;0.57219;0.57229;Currency;Undefined;0.003554;0.007834;0.019869;811.3230407660453
CADJPY;CAD;JPY;Canadian Dollar vs Japanese Yen;3;0.001;8;0.001;0.673079;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;CAD;1970.01.01 00:00;1970.01.01 00:00;7.6;-13.2;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;410.540117;106.612;106.62;Currency;Undefined;0.630714;1.569714;5.039857;3.850498189833052
CHFJPY;CHF;JPY;Swiss Frank vs Japanese Yen;3;0.001;22;0.001;0.673079;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;CHF;1970.01.01 00:00;1970.01.01 00:00;-8.7;-3.7;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;600.348062;186.301;186.321;Currency;Undefined;0.834857;2.161;6.474143;3.222117002377617
EURAUD;EUR;AUD;Euro vs Australian Dollar;5;1e-05;9;1e-05;0.65661;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;EUR;1970.01.01 00:00;1970.01.01 00:00;-18.1;6.8;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;587.600481;1.78802;1.78812;Currency;Undefined;0.00976;0.021516;0.063008;328.6135611703912
EURCAD;EUR;CAD;Euro vs Canadian Dollar;5;1e-05;9;1e-05;0.717618;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;EUR;1970.01.01 00:00;1970.01.01 00:00;-9.9;2.7;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;670.791282;1.636;1.6361;Currency;Undefined;0.008455;0.019405;0.044316;409.9940602652649
EURCHF;EUR;CHF;Euro vs Swiss Franc;5;1e-05;4;1e-05;1.254107;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;EUR;1970.01.01 00:00;1970.01.01 00:00;3.8;-9.7;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;289.287576;0.93621;0.93625;Currency;Undefined;0.002561;0.006961;0.021506;308.98539492656874
EURGBP;EUR;GBP;Euro vs Great Britain Pound ;5;1e-05;7;1e-05;1.34343;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;EUR;1970.01.01 00:00;1970.01.01 00:00;-9.0;4.5;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;457.51093;0.87395;0.874;Currency;Undefined;0.003039;0.008118;0.018601;523.4678832951945
EURJPY;EUR;JPY;Euro vs Japanese Yen;3;0.001;6;0.001;0.673065;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;EUR;1970.01.01 00:00;1970.01.01 00:00;5.3;-15.2;1;3;15:30-21:15 00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;491.49502;174.424;174.431;Currency;Undefined;0.736214;2.051714;7.286786;2.817704536464275
EURMXN;EUR;MXN;Euro vs. Mexican Peso;5;1e-05;446;1e-05;0.054625;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;EUR;1970.01.01 00:00;1970.01.01 00:00;-638.0;160.2;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;542.747051;21.48995;21.49434;Currency;Undefined;0.133129;0.287951;1.052661;25.250696276322046
EURNOK;EUR;NOK;Euro vs Norwegian Kroner;5;1e-05;71;1e-05;0.100278;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;EUR;1970.01.01 00:00;1970.01.01 00:00;-141.5;39.7;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;609.378257;11.70712;11.70785;Currency;Undefined;0.077316;0.164648;0.432366;52.048690152333684
EURNZD;EUR;NZD;Euro vs New Zealand Dollar;5;1e-05;20;1e-05;0.57821;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;EUR;1970.01.01 00:00;1970.01.01 00:00;-15.8;0.0;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;688.568196;2.03015;2.03036;Currency;Undefined;0.011673;0.026226;0.064809;339.13601331783525
EURSEK;EUR;SEK;Euro vs Swedish krona;5;1e-05;285;1e-05;0.106157;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;EUR;1970.01.01 00:00;1970.01.01 00:00;-71.7;-14.2;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;548.740927;11.05627;11.05902;Currency;Undefined;0.068159;0.148277;0.325559;49.61930867292039
EURTRY;EUR;TRY;Euro vs. Turkish Lira;5;1e-05;1596;1e-05;0.024051;100000.0;3;2;0.01;100.0;0.01;0.0;0.0;0.0;EUR;1970.01.01 00:00;1970.01.01 00:00;-14176.2;-25509.1;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;765.776161;48.83198;48.84811;Currency;Undefined;0.317974;0.782346;2.048891;15.676679425263332
