Symbol;BaseCurrency;QuoteCurrency;Description;Digits;Point;Spread;TickSize;TickValue;TradeContractSize;TradeMode;TradeExecutionMode;VolumeMin;VolumeMax;VolumeStep;MarginInitial;MarginMaintenance;MarginHedged;MarginCurrency;StartDate;ExpirationDate;SwapLong;SwapShort;SwapType;Swap3Days;TradeSessions;VaR_1_Lot;BidPrice;AskPrice;SectorName;IndustryName;ATR_D1;ATR_W1;ATR_MN1;VaR_to_Ask_Ratio;RelativeSpread_%;ATR_D1/AskPrice;ATR_W1/AskPrice;ATR_MN1/AskPrice
AUDCAD;AUD;CAD;Australian Dollar vs Canadian Dollar;5;1e-05;9.999999999998899e-05;1e-05;0.725789;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;AUD;1970.01.01 00:00;1970.01.01 00:00;0.3;-4.7;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;251.234229;0.89849;0.89859;Currency;Undefined;0.004204;0.011269;0.025819;279.5871632223817;0.011128545832914788;0.004678440668157892;0.012540758299113055;0.028732792486005857
AUDCHF;AUD;CHF;Australian Dollar vs Swiss Franc;5;1e-05;7.999999999996898e-05;1e-05;1.242715;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;AUD;1970.01.01 00:00;1970.01.01 00:00;4.0;-6.9;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;376.234112;0.52476;0.52484;Currency;Undefined;0.003709;0.008541;0.023921;716.8548738663212;0.01524274064476202;0.007066915631430532;0.016273530980870362;0.04557769987043671
AUDJPY;AUD;JPY;Australian Dollar vs Japanese Yen;3;0.001;0.01100000000000989;0.001;0.673977;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;AUD;1970.01.01 00:00;1970.01.01 00:00;5.3;-11.5;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;360.648711;96.761;96.772;Currency;Undefined;0.615786;1.718429;5.2885;3.7267878208572727;0.011366924316961404;0.006363266234034637;0.017757502170049188;0.05464907204563303
AUDNZD;AUD;NZD;Australian Dollar vs New Zealand Dollar;5;1e-05;0.00019999999999997797;1e-05;0.58656;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;AUD;1970.01.01 00:00;1970.01.01 00:00;-0.3;-5.7;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;257.412346;1.11179;1.11199;Currency;Undefined;0.004578;0.008306;0.02006;231.48800438852868;0.017985773253354615;0.004116943497693324;0.0074694916321189925;0.018039730573116666
AUDUSD;AUD;USD;Australian Dollar vs US Dollar;5;1e-05;6.0000000000060005e-05;1e-05;1.0;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;AUD;1970.01.01 00:00;1970.01.01 00:00;-2.9;-0.3;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;435.556337;0.65216;0.65222;Currency;Undefined;0.004285;0.011451;0.029379;667.8058584526693;0.009199349912615376;0.006569869062586243;0.017556959308208886;0.045044616847076134
CADCHF;CAD;CHF;Canadian Dollar vs Swiss Franc;5;1e-05;0.00012000000000000899;1e-05;1.242653;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;CAD;1970.01.01 00:00;1970.01.01 00:00;2.6;-6.3;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;336.218693;0.58404;0.58416;Currency;Undefined;0.003376;0.008251;0.019869;575.5592526020267;0.020542317173378694;0.005779238564776774;0.014124554916461243;0.03401294165981923
CADJPY;CAD;JPY;Canadian Dollar vs Japanese Yen;3;0.001;0.009000000000000341;0.001;0.673973;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;CAD;1970.01.01 00:00;1970.01.01 00:00;4.1;-8.9;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;387.747419;107.689;107.698;Currency;Undefined;0.641643;1.658286;5.039857;3.600321445152185;0.008356701145796896;0.005957798659213727;0.015397556129176029;0.04679619862950101
CHFJPY;CHF;JPY;Swiss Frank vs Japanese Yen;3;0.001;0.020000000000010232;0.001;0.673973;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;CHF;1970.01.01 00:00;1970.01.01 00:00;-7.7;-2.1;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;480.16733;184.374;184.394;Currency;Undefined;0.928429;2.250714;6.474143;2.60402903565192;0.010846339902605416;0.005035028254715446;0.012206004533770078;0.03511037777801881
EURAUD;EUR;AUD;Euro vs Australian Dollar;5;1e-05;9.999999999998899e-05;1e-05;0.65217;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;EUR;1970.01.01 00:00;1970.01.01 00:00;-13.4;2.3;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;516.557515;1.78496;1.78506;Currency;Undefined;0.008961;0.023426;0.063008;289.378236585885;0.0056020525920691166;0.005019999327753689;0.013123368402182558;0.03529741297211298
EURCAD;EUR;CAD;Euro vs Canadian Dollar;5;1e-05;0.0001100000000000545;1e-05;0.725774;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;EUR;1970.01.01 00:00;1970.01.01 00:00;-6.1;-0.9;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;612.769638;1.60385;1.60396;Currency;Undefined;0.007631;0.01991;0.044316;382.03548592234216;0.0068580263847012705;0.004757599940148133;0.01241302775630315;0.027629117933115538
