Symbol;BaseCurrency;QuoteCurrency;Description;Digits;Point;Spread;TickSize;TickValue;TradeContractSize;TradeMode;TradeExecutionMode;VolumeMin;VolumeMax;VolumeStep;MarginInitial;MarginMaintenance;MarginHedged;MarginCurrency;StartDate;ExpirationDate;SwapLong;SwapShort;SwapType;Swap3Days;TradeSessions;VaR_1_Lot;BidPrice;AskPrice;SectorName;IndustryName;ATR_D1;ATR_W1;ATR_MN1;VaR_to_Ask_Ratio;RelativeSpread_%;ATR_D1/AskPrice;ATR_W1/AskPrice;ATR_MN1/AskPrice
AUDCAD;AUD;CAD;Australian Dollar vs Canadian Dollar;5;1e-05;0.00010999999999994348;1e-05;0.721199;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;AUD;1970.01.01 00:00;1970.01.01 00:00;0.8;-5.1;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;324.668198;0.91693;0.91704;Currency;Undefined;0.005007;0.011452;0.025819;354.0392981767426;0.011995114716909129;0.0054599581261449886;0.012488004885283085;0.028154715170548725
AUDCHF;AUD;CHF;Australian Dollar vs Swiss Franc;5;1e-05;8.000000000008001e-05;1e-05;1.251236;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;AUD;1970.01.01 00:00;1970.01.01 00:00;4.1;-7.0;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;365.305108;0.5285;0.52858;Currency;Undefined;0.003853;0.008356;0.023921;691.1065647584093;0.015134889704506414;0.007289341253925612;0.01580839229634114;0.04525521207764198
AUDJPY;AUD;JPY;Australian Dollar vs Japanese Yen;3;0.001;0.01099999999999568;0.001;0.678228;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;AUD;1970.01.01 00:00;1970.01.01 00:00;7.3;-15.6;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;388.11529;97.506;97.517;Currency;Undefined;0.579857;1.674286;5.2885;3.979975696545218;0.011280084498083083;0.005946214506188664;0.0171691705036045;0.05423156988012347
AUDNZD;AUD;NZD;Australian Dollar vs New Zealand Dollar;5;1e-05;0.00019999999999997797;1e-05;0.59409;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;AUD;1970.01.01 00:00;1970.01.01 00:00;-1.0;-5.4;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;269.364394;1.11314;1.11334;Currency;Undefined;0.004078;0.008226;0.02006;241.942617708876;0.017963964287637017;0.0036628523182495915;0.00738857851150592;0.018017856180501914
AUDUSD;AUD;USD;Australian Dollar vs US Dollar;5;1e-05;7.00000000000145e-05;1e-05;1.0;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;AUD;1970.01.01 00:00;1970.01.01 00:00;-2.9;-0.4;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;499.188646;0.66134;0.66141;Currency;Undefined;0.004696;0.011276;0.029379;754.7340469602817;0.010583450507251855;0.007099983368863487;0.017048426845678172;0.04441874177892683
CADCHF;CAD;CHF;Canadian Dollar vs Swiss Franc;5;1e-05;0.00012999999999996348;1e-05;1.251236;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;CAD;1970.01.01 00:00;1970.01.01 00:00;2.7;-6.4;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;394.726316;0.57633;0.57646;Currency;Undefined;0.00355;0.008216;0.019869;684.7419005655206;0.02255143461818053;0.006158276376504875;0.014252506678694097;0.03446726572528883
CADJPY;CAD;JPY;Canadian Dollar vs Japanese Yen;3;0.001;0.010000000000005116;0.001;0.678228;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;CAD;1970.01.01 00:00;1970.01.01 00:00;6.0;-12.0;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;459.259452;106.335;106.345;Currency;Undefined;0.692286;1.645857;5.039857;4.318580582067798;0.009403356998453257;0.00650981240302788;0.015476580939395364;0.047391574592129386
CHFJPY;CHF;JPY;Swiss Frank vs Japanese Yen;3;0.001;0.019000000000005457;0.001;0.678233;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;CHF;1970.01.01 00:00;1970.01.01 00:00;-11.5;-2.0;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;572.980721;184.486;184.505;Currency;Undefined;0.936429;2.200571;6.474143;3.1055024037288965;0.010297823907214143;0.0050753583913715076;0.01192689087016612;0.03508925503373892
EURAUD;EUR;AUD;Euro vs Australian Dollar;5;1e-05;0.00011999999999989797;1e-05;0.66137;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;EUR;1970.01.01 00:00;1970.01.01 00:00;-13.5;2.6;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;527.244111;1.76827;1.76839;Currency;Undefined;0.008663;0.022714;0.063008;298.1492266977307;0.006785833441712403;0.004898806258800378;0.012844451732932216;0.035630149457981555
EURCAD;EUR;CAD;Euro vs Canadian Dollar;5;1e-05;0.00011999999999989797;1e-05;0.721199;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;EUR;1970.01.01 00:00;1970.01.01 00:00;-6.4;0.0;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;652.380788;1.62149;1.62161;Currency;Undefined;0.008069;0.020314;0.044316;402.3043691146453;0.007400053033707115;0.004975918994086124;0.012527056443904514;0.027328395853503617
