Symbol;BaseCurrency;QuoteCurrency;Description;Digits;Point;Spread;TickSize;TickValue;TradeContractSize;TradeMode;TradeExecutionMode;VolumeMin;VolumeMax;VolumeStep;MarginInitial;MarginMaintenance;MarginHedged;MarginCurrency;StartDate;ExpirationDate;SwapLong;SwapShort;SwapType;Swap3Days;TradeSessions;VaR_1_Lot;BidPrice;AskPrice;SectorName;IndustryName;ATR_D1;ATR_W1;ATR_MN1;VaR_to_Ask_Ratio;RelativeSpread_%;ATR_D1/AskPrice;ATR_W1/AskPrice;ATR_MN1/AskPrice
AUDCAD;AUD;CAD;Australian Dollar vs Canadian Dollar;5;1e-05;9.999999999998899e-05;1e-05;0.727246;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;AUD;1970.01.01 00:00;1970.01.01 00:00;0.9;-5.2;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;327.368859;0.91848;0.91858;Currency;Undefined;0.005523;0.012203;0.025819;356.3857900237323;0.010886368089876655;0.00601254109603954;0.013284634980077948;0.028107513771255636
AUDCHF;AUD;CHF;Australian Dollar vs Swiss Franc;5;1e-05;5.999999999994898e-05;1e-05;1.271537;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;AUD;1970.01.01 00:00;1970.01.01 00:00;4.1;-7.0;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;381.430023;0.52531;0.52537;Currency;Undefined;0.003944;0.008548;0.023921;726.0217047033519;0.01142052267924491;0.00750709024116337;0.01627043797704475;0.04553172050174163
AUDJPY;AUD;JPY;Australian Dollar vs Japanese Yen;3;0.001;0.010000000000005116;0.001;0.682557;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;AUD;1970.01.01 00:00;1970.01.01 00:00;5.6;-11.7;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;387.655037;97.866;97.876;Currency;Undefined;0.572929;1.656214;5.2885;3.960675109321999;0.01021700927704965;0.005853620908087784;0.016921553802770852;0.05403265356164943
AUDNZD;AUD;NZD;Australian Dollar vs New Zealand Dollar;5;1e-05;0.00036999999999998145;1e-05;0.5985;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;AUD;1970.01.01 00:00;1970.01.01 00:00;-0.9;-5.4;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;258.429179;1.11599;1.11636;Currency;Undefined;0.004023;0.008326;0.02006;231.49268963416816;0.033143430434625164;0.003603676233473073;0.00745816761618116;0.01796911390590849
AUDUSD;AUD;USD;Australian Dollar vs US Dollar;5;1e-05;4.0000000000040004e-05;1e-05;1.0;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;AUD;1970.01.01 00:00;1970.01.01 00:00;-3.0;-0.2;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;488.17915;0.66804;0.66808;Currency;Undefined;0.004994;0.011392;0.029379;730.7195994491677;0.005987306909358161;0.007475152676326188;0.01705185007783499;0.04397527242246437
CADCHF;CAD;CHF;Canadian Dollar vs Swiss Franc;5;1e-05;0.00010999999999994348;1e-05;1.271553;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;CAD;1970.01.01 00:00;1970.01.01 00:00;2.7;-6.4;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;403.430083;0.57191;0.57202;Currency;Undefined;0.003356;0.007987;0.019869;705.2726880179016;0.019230096849750616;0.005866927729799657;0.013962798503548826;0.03473479948253558
CADJPY;CAD;JPY;Canadian Dollar vs Japanese Yen;3;0.001;0.009000000000000341;0.001;0.682566;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;CAD;1970.01.01 00:00;1970.01.01 00:00;4.4;-9.2;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;426.446157;106.547;106.556;Currency;Undefined;0.640786;1.585786;5.039857;4.0020848849431285;0.008446262997860601;0.006013607868163219;0.014882184015916513;0.04729773077067457
CHFJPY;CHF;JPY;Swiss Frank vs Japanese Yen;3;0.001;0.01700000000002433;0.001;0.682566;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;CHF;1970.01.01 00:00;1970.01.01 00:00;-8.1;-2.1;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;546.982974;186.283;186.3;Currency;Undefined;0.900071;2.179286;6.474143;2.9360331400966184;0.009125067096094648;0.004831298980139559;0.011697724100912505;0.034751170155662904
EURAUD;EUR;AUD;Euro vs Australian Dollar;5;1e-05;0.00012000000000012001;1e-05;0.66803;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;EUR;1970.01.01 00:00;1970.01.01 00:00;-13.1;2.3;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;563.483541;1.77521;1.77533;Currency;Undefined;0.008564;0.023465;0.063008;317.3965071282521;0.006759306720447467;0.004823891896154518;0.013217261016261765;0.035490866486794
EURCAD;EUR;CAD;Euro vs Canadian Dollar;5;1e-05;0.0001100000000000545;1e-05;0.727262;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;EUR;1970.01.01 00:00;1970.01.01 00:00;-6.5;-0.2;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;587.184247;1.63053;1.63064;Currency;Undefined;0.007386;0.019998;0.044316;360.09434761811315;0.006745817593095625;0.004529509885689054;0.012263896384241768;0.027177059314134326
EURCHF;EUR;CHF;Euro vs Swiss Franc;5;1e-05;3.0000000000085514e-05;1e-05;1.271537;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;EUR;1970.01.01 00:00;1970.01.01 00:00;2.9;-8.1;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;369.58112;0.93263;0.93266;Currency;Undefined;0.003169;0.007749;0.021506;396.2656487894838;0.003216606265958175;0.0033978084189307998;0.008308493984946283;0.023058778118499774
EURGBP;EUR;GBP;Euro vs Great Britain Pound ;5;1e-05;7.00000000000145e-05;1e-05;1.36514;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;EUR;1970.01.01 00:00;1970.01.01 00:00;-6.7;2.4;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;408.51424;0.8687;0.86877;Currency;Undefined;0.003317;0.008641;0.018601;470.2213934643231;0.008057368463461502;0.0038180415990423243;0.009946245841822346;0.021410730112688053
EURJPY;EUR;JPY;Euro vs Japanese Yen;3;0.001;0.008000000000009777;0.001;0.68258;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;EUR;1970.01.01 00:00;1970.01.01 00:00;3.2;-11.9;1;3;15:30-21:15 00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;478.796043;173.739;173.747;Currency;Undefined;0.824;2.1705;7.286786;2.755708259710959;0.00460439604713162;0.004742527928539773;0.01249230202535871;0.04193906081831628
EURMXN;EUR;MXN;Euro vs. Mexican Peso;5;1e-05;0.0049600000000005195;1e-05;0.054672;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;EUR;1970.01.01 00:00;1970.01.01 00:00;-573.7;131.1;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;537.878447;21.68758;21.69254;Currency;Undefined;0.126421;0.311978;1.052661;24.79554939163417;0.022865003360604704;0.005827856027924808;0.014381810521036263;0.0485264058519657
EURNOK;EUR;NOK;Euro vs Norwegian Kroner;5;1e-05;0.002569999999998629;1e-05;0.102387;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;EUR;1970.01.01 00:00;1970.01.01 00:00;-120.0;20.7;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;734.907366;11.58022;11.58279;Currency;Undefined;0.074766;0.175384;0.432366;63.44821636237902;0.02218809112483805;0.006454921482647963;0.015141774995488999;0.03732831209061029
EURNZD;EUR;NZD;Euro vs New Zealand Dollar;5;1e-05;0.00038999999999989043;1e-05;0.59854;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;EUR;1970.01.01 00:00;1970.01.01 00:00;-12.8;-2.6;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;756.893926;1.98137;1.98176;Currency;Undefined;0.009744;0.026279;0.064809;381.9301661149685;0.01967947682867201;0.004916841595349588;0.013260435168738899;0.03270274907153238
EURSEK;EUR;SEK;Euro vs Swedish krona;5;1e-05;0.0036000000000004917;1e-05;0.108305;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;EUR;1970.01.01 00:00;1970.01.01 00:00;-37.8;-28.2;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;461.056229;10.9475;10.9511;Currency;Undefined;0.063034;0.150589;0.325559;42.10136232889846;0.03287340997708442;0.005755951456931268;0.013751038708440248;0.02972842910757823
EURTRY;EUR;TRY;Euro vs. Turkish Lira;5;1e-05;0.04410999999999632;1e-05;0.024229;100000.0;3;2;0.01;100.0;0.01;0.0;0.0;0.0;EUR;1970.01.01 00:00;1970.01.01 00:00;-14768.0;-24810.8;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;799.640522;48.96641;49.01052;Currency;Undefined;0.308297;0.812319;2.048891;16.31569144746883;0.09000108548123202;0.006290424994470575;0.016574380357523243;0.041805126736055846
EURUSD;EUR;USD;Euro vs US Dollar;5;1e-05;2.999999999997449e-05;1e-05;1.0;100000.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;EUR;1970.01.01 00:00;1970.01.01 00:00;-11.5;5.2;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;832.299862;1.18593;1.18596;Currency;Undefined;0.006866;0.01851;0.041244;701.794210597322;0.0025295962764321305;0.005789402677999258;0.015607609025599515;0.0347768896084185
